Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Isaac Holmes,STLOU,0.202,0,100,0,13.6,7.1,8,16.8,3.3,13.2,17.4,-1.9,0.5,52.2,85.3,-33.1,2.3,4.2,6,2.8,0.3,0,0.7,0,0,0.5,0,0.3,0.3,1,0,0.3,0.3,0.2,0.2,0.3,0.2,0.2,1.00,42.9,71.4,34.6,6-4,F,So,A-10,24-25,25,FORWARD,USA,Saint Louis,NCAA,-,High-Major
D.K. Manyiel,GAST,0.457,0.45,115,10.2,12.7,11.5,3,26.8,0,2,13.2,-6,1,86.4,114.5,-28.2,4.8,4.2,9,5.9,1.1,0.4,1.1,0.4,0.1,0.4,0.25,0.1,0.2,0.5,0.6,0.7,1.2,0.1,0,0.1,0.4,1,0.25,18.2,36.4,36.5,7-0,C,Fr,Sun Belt,24-25,25,BIG,USA,Georgia State,NCAA,-,Mid-Major
Jaxon Hartman,MSMU,0,0,0,0,27.4,13.8,0,0,0,0,0,0,0,0,124.7,-124.7,0.8,4.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,,,,,6-3,G,So,MAAC,24-25,25,GUARD,USA,Mount St. Mary's,NCAA,-,Low-Major
Russell Hawkins,UNC,0.333,0.333,33.3,0,6.9,4.1,44.6,40,0,0,16.7,8.6,0.7,89.4,99.5,-10.1,2.5,4.2,9,1.7,0.2,0.1,0.3,0.333,0,0,0,0,0,0,0,0.1,0.1,0.6,0,0,0.2,0.2,3.00,0.0,0.0,11.7,6-1,G,So,ACC,24-25,25,GUARD,USA,North Carolina,NCAA,-,Power 5
Taj Au-Duke,PEPP,0.389,0.233,132,1.4,9.5,5.5,15.6,19.5,0.9,0.4,14,1,1,86.2,112.9,-26.7,22.9,4.2,31,8.5,1.5,0.3,1.5,0.2,0.1,0.4,0.231,0.8,0.9,0.889,0.1,0.7,0.8,0.8,0.1,0,0.5,0.8,1.60,60.0,26.7,40.3,6-2,G,Fr,WCC,24-25,25,GUARD,CAN,Pepperdine,NCAA,1/24/2005,High-Major
Mario Brunetto,EMICH,0.311,0.3,78.3,0,28.6,14.2,25.5,13.5,0,0,27.2,2.3,0.8,73.4,108.9,-35.5,2.4,4.2,4,3.5,1,0.3,1.3,0.2,0.3,1,0.25,0.3,0.8,0.333,0,0.8,0.8,0.5,0,0,0.3,0,1.67,61.5,76.9,43.2,6-11,C,Fr,MAC,24-25,25,BIG,,Eastern Michigan,NCAA,6/12/2005,Mid-Major
Christian Tucker,Cal,0.447,0.391,148.2,3.2,6.1,4.6,14.6,31.7,1.6,0.5,11.5,-1.8,1,84.7,112.9,-28.1,30.8,4.2,33,11.9,1.7,0.5,1.7,0.309,0.3,0.8,0.36,0.4,0.5,0.813,0.3,0.5,0.9,1,0.3,0.1,0.9,1.2,1.11,29.4,47.1,46.8,6-3,G,Sr,ACC,24-25,25,GUARD,USA,California,NCAA,-,Power 5
Mike Saunders,PEPP,0.449,0.333,141.7,1,8.6,4.6,9.7,18.3,0.5,0,11.3,-0.3,1.1,91,117.6,-26.6,9.6,4.2,16,7.6,1.3,0.3,1.1,0.278,0.1,0.5,0.25,0.5,0.6,0.889,0.1,0.5,0.6,0.4,0.1,0,0.3,0.4,1.33,54.5,45.5,45.6,6-0,G,Sr,WCC,24-25,25,GUARD,USA,Pepperdine,NCAA,7/19/2002,High-Major
Dante Oliver,UNF,0.377,0.333,129.7,5.4,18.5,11.8,10,30.9,1.3,0.4,12,-3.1,0.8,77.7,114.2,-36.6,29,4.1,29,7,0.9,0.3,1.1,0.273,0.1,0.7,0.19,0.2,0.2,0.833,0.3,1.1,1.4,0.5,0.2,0,0.6,0.6,0.83,18.2,63.6,41.1,6-5,F,Fr,A-SUN,24-25,25,FORWARD,USA,North Florida,NCAA,-,Low-Major
Jackson Kotecki,MIAMI,0.414,0.391,103,6.2,20.9,13.6,5.6,26.5,1.1,3.6,17.9,-6.8,1,76.5,101.5,-25,11.3,4.1,17,6.1,1.4,0.5,1.4,0.348,0.1,0.6,0.182,0.3,0.6,0.5,0.3,1,1.3,0.2,0.1,0.2,0.6,0.9,0.33,42.9,42.9,37.8,6-9,F,So,MAC,24-25,25,FORWARD,USA,Miami (OH),NCAA,-,Mid-Major
A.J. McBride,NIAG,0.5,0.5,50,8.1,7.2,7.6,0,0,0,0,6.2,0,1,123.4,113,10.4,1.3,4.1,2,8,1,0.5,1,0.5,0,0.5,0,0,0,0,0.5,0.5,1,0,0,0,0,1,,0.0,50.0,27.5,6-5,F,Fr,MAAC,24-25,25,FORWARD,USA,Niagara,NCAA,-,Low-Major
Muodubem Muoneke,UWGB,0.625,0.625,62.5,7.9,3.4,5.5,0,27.3,0,0,16.7,-8.5,1.3,92.1,123.9,-31.9,-0.3,4.1,8,4.4,1.3,0.6,1,0.625,0,0,0,0,0,0,0.3,0.1,0.4,0,0,0,0.4,1,0.00,0.0,0.0,21.9,6-5,G,Jr,Horizon,24-25,25,GUARD,USA,Green Bay,NCAA,-,Low-Major
Domenic Malvey,NEWHA,0,0,0,0,25.6,14.7,0,0,0,0,0,0,0,0,98.5,-98.5,0.8,4.1,3,1.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,,,,,6-1,G,So,AEC,24-25,25,GUARD,USA,New Hampshire,NCAA,-,Low-Major
Kam Roberts,CTDL,0.357,0.352,90,9.7,12.2,10.9,9.1,19.2,1.2,1.2,18.5,-3.8,0.8,78.2,108.8,-30.6,8.4,4.1,11,8.9,1.9,0.8,2.5,0.333,0.1,0.5,0.167,0.2,0.5,0.4,0.7,0.9,1.6,0.5,0.2,0.1,0.6,1.3,0.83,20.0,20.0,28.2,6-6,GF,So,SoCon,24-25,25,WING,USA,The Citadel,NCAA,-,Low-Major
Jose Cuello,UMES,0.445,0.424,124,2.1,10.9,6.4,14.8,24.5,1.4,0,16,-2.6,1,82,115.5,-33.5,29.3,4.1,29,14,2.9,1,3,0.326,0.6,1.9,0.315,0.4,0.7,0.6,0.2,1.2,1.4,1.1,0.3,0,1.1,1.9,1.00,23.3,63.3,50.8,6-1,G,Jr,MEAC,24-25,25,GUARD,USA,Maryland Eastern Shore,NCAA,-,Low-Major
Azavier Johnson,NMSU,0.417,0.417,53.3,6,5.2,5.6,0,25,5.2,0,18.5,-9.1,0.8,71.3,87.4,-16.1,0.8,4,9,2.4,0.6,0.2,0.7,0.333,0.1,0.6,0.2,0,0,0,0.1,0.1,0.2,0,0.2,0,0.2,0.3,0.00,0.0,85.7,35.5,6-5,G,Jr,C-USA,24-25,25,GUARD,USA,New Mexico State,NCAA,-,Mid-Major
Mark Majak,CCU,0.38,0.37,75.9,8.6,14.7,11.8,2.3,28.3,0.8,5.4,11.2,-5.3,1,74.5,107,-32.6,23.5,4,32,7.5,0.8,0.3,0.8,0.37,0,0,0,0.2,0.6,0.389,0.5,0.9,1.4,0.1,0.1,0.4,0.4,1.2,0.25,75.0,0.0,24.7,7-0,C,Sr,Sun Belt,24-25,25,BIG,USA,Coastal Carolina,NCAA,8/27/2000,Mid-Major
Grant Strong,TNTCH,0.346,0.308,141.2,4.2,12.5,8.5,8.8,12.7,0.5,0.8,13.9,0,0.7,77.8,109.5,-31.7,12.6,4,11,10.5,1.7,0.6,2.4,0.269,0.2,1.3,0.143,0.3,0.3,1,0.4,1.2,1.5,0.5,0.1,0.1,0.4,0.6,1.25,12.5,54.2,41.6,6-6,F,So,OVC,24-25,25,FORWARD,USA,Tennessee Tech,NCAA,-,Low-Major
Christian Hughes,UALR,0.395,0.38,106,5.1,7.6,6.4,6,26.4,3.3,0,11.1,-3.4,0.9,75.7,101.5,-25.8,11.3,4,21,8.2,1,0.4,1.2,0.36,0,0.2,0.2,0.1,0.3,0.5,0.3,0.5,0.9,0.3,0.5,0,0.5,1,0.60,25.0,16.7,29.8,6-2,G,Fr,OVC,24-25,25,GUARD,USA,Little Rock,NCAA,-,Low-Major
John Kelly,NJIT,0.352,0.33,104.6,9.2,16.6,12.8,1.4,15.7,0.7,0.8,11.1,-2.9,0.8,82.1,111.4,-29.2,26.1,3.9,27,9.9,1.3,0.4,1.6,0.273,0.2,0.9,0.217,0.2,0.3,0.556,0.8,1.3,2.1,0.1,0.1,0.1,0.3,1.3,0.33,18.8,56.3,38.1,6-8,F,Fr,AEC,24-25,25,FORWARD,USA,NJIT,NCAA,-,Low-Major
Armandas Plintauskas,MERRI,0.496,0.5,106.1,1.4,10.8,6.2,0,19.5,1.2,1.3,13.4,-5,1,79.2,105.9,-26.7,14.1,3.9,20,13,2.5,0.9,2.4,0.375,0.6,1.7,0.353,0.1,0.2,0.333,0.2,1.2,1.3,0,0.3,0.2,0.6,1.4,0.00,8.3,70.8,49.5,6-5,G,Jr,MAAC,24-25,25,GUARD,LIT,Merrimack,NCAA,7/15/2002,Low-Major
Jaden Schertz,STLOU,1.01,1.25,200,0,25.4,13.2,12,66.9,4.1,0,26.7,-30.4,2.5,50.3,80.9,-30.6,1.9,3.9,5,2.8,1,0.4,0.4,1,0.2,0.2,1,0,0.2,0,0,0.6,0.6,0.2,0.2,0,1,0.2,0.20,50.0,50.0,73.9,5-11,G,So,A-10,24-25,25,GUARD,USA,Saint Louis,NCAA,-,High-Major
Alex McFadden,DEL,0.606,0.5,150,0,0,0,0,28.8,0,0,28.9,-16.1,1.5,84,110,-26,-0.4,3.9,4,1.5,0.8,0.3,0.5,0.5,0,0.3,0,0.3,0.3,1,0,0,0,0,0,0,0.3,0.3,0.00,60.0,60.0,47.7,6-1,G,Fr,C-USA,24-25,25,GUARD,USA,Delaware,NCAA,-,Mid-Major
Lenard Taylor,FAMU,0.378,0.35,95.4,5.9,15,10.6,7.6,22.7,1.3,0,17.4,-4.8,0.9,77,107.5,-30.4,8.8,3.8,9,9.4,2,0.7,2.2,0.3,0.2,1.4,0.154,0.4,0.9,0.5,0.4,1.2,1.7,0.4,0.2,0,0.8,0.6,0.50,40.9,63.6,42.7,6-2,G,Jr,SWC,24-25,25,GUARD,USA,Florida A&M,NCAA,-,Low-Major
Luka Toews,BOS,0.361,0.283,125.4,1.2,5.1,3.1,25.9,23.9,2.3,0,18.1,1.5,0.8,79.5,113.9,-34.5,12.6,3.8,24,8.6,1.6,0.5,1.9,0.239,0.2,0.7,0.25,0.5,0.7,0.765,0.1,0.3,0.4,1.3,0.3,0,0.7,1.2,1.86,36.8,36.8,39.2,6-1,G,Fr,ACC,24-25,25,GUARD,JPN,Boston College,NCAA,-,Power 5
Houston Jones,PRSBY,0.345,0.333,98.9,0,5.6,3,7,11.1,2.7,0,14.2,0,0.7,77.9,101.9,-23.9,3.8,3.8,10,6.5,1.1,0.4,1.5,0.267,0.2,0.9,0.222,0.1,0.2,0.5,0,0.3,0.3,0.3,0.3,0,0.2,0.3,1.50,13.3,60.0,37.5,6-5,G,So,BSC,24-25,25,GUARD,USA,Presbyterian,NCAA,-,Low-Major
Kobe Jerome,DEL,0.305,0.318,38.4,0,7.7,4,21.2,14.8,1.2,0,14.9,4.1,0.6,75.9,116,-40.1,5.1,3.8,11,4.3,0.6,0.3,1,0.273,0.1,0.8,0.111,0,0.1,0,0,0.3,0.3,0.5,0.1,0,0.2,0.1,2.50,10.0,80.0,30.5,6-4,G,Jr,C-USA,24-25,25,GUARD,USA,Delaware,NCAA,-,Mid-Major
Jeff Armstrong,SOMIS,0.36,0.375,78.3,2.1,9.2,5.7,18.4,44.2,2.6,1.3,7.2,0.9,0.8,75.4,107.4,-32,18.3,3.8,25,6.7,0.4,0.2,0.5,0.333,0,0.2,0.2,0,0.2,0.25,0.1,0.5,0.6,0.8,0.3,0.1,0.4,1,2.00,40.0,40.0,31.1,5-11,PG,Sr,Sun Belt,24-25,25,GUARD,USA,Southern Miss,NCAA,-,Mid-Major
Paul Bizimana,POLY,0.409,0.36,147.4,3.6,10.2,7.1,6.9,18.2,0,1.5,22,-5.1,0.9,79.5,112.2,-32.7,4.8,3.8,12,5.8,1.8,0.7,2.1,0.32,0.2,1.1,0.154,0.3,0.3,1,0.2,0.5,0.7,0.3,0,0.1,0.5,0.3,0.60,14.3,52.4,43.0,6-9,F,Sr,BWC,24-25,25,FORWARD,USA,Cal Poly,NCAA,3/23/2003,Mid-Major
Gavin Ripp,SAND,0.3,0.3,30,3.1,7.1,5,9.6,16.7,1.4,4.4,7.6,0.8,0.6,74,104.2,-30.2,7,3.8,6,12.7,1,0.5,1.7,0.3,0,0,0,0,0,0,0.3,0.7,1,0.7,0.3,0.5,0.3,1.2,2.33,0.0,0.0,10.5,6-8,F,RS-Fr,WCC,24-25,25,FORWARD,USA,San Diego,NCAA,-,High-Major
Bobby Hurley,ASU,0.862,1,175,4.9,0,2.5,0,0,1.1,0,2.9,0,5,198.7,119.8,78.9,0.3,3.8,10,5,0.5,0.1,0.1,1,0,0,0,0.3,0.4,0.75,0.2,0,0.2,0,0.1,0,0,1.1,,400.0,0.0,77.7,6-1,G,Sr,B12,24-25,25,GUARD,USA,Arizona State,NCAA,-,Power 5
Jaylen Dorsey,WKU,0.404,0.333,116.7,4.8,12.6,8.6,5.3,16.8,1.8,0,9.6,-1,1,89.5,107.8,-18.2,6.8,3.8,16,5.8,0.8,0.2,0.8,0.25,0.1,0.5,0.25,0.3,0.4,0.667,0.3,0.6,0.9,0.2,0.2,0,0.2,1.1,1.00,50.0,62.5,43.9,6-5,G,Sr,C-USA,24-25,25,GUARD,USA,Western Kentucky,NCAA,-,Mid-Major
Roy Marom,TARST,0.362,0.2,95,0,12,6,16.1,36.7,2.8,2.1,9.1,-1.1,1,69.1,110.9,-41.8,6,3.8,12,5,0.4,0.1,0.4,0.2,0,0,0,0.3,0.3,0.75,0,0.4,0.4,0.4,0.3,0.1,0.3,0.4,1.33,75.0,0.0,27.7,5-8,G,Fr,WAC,24-25,25,GUARD,USA,Tarleton State,NCAA,-,Mid-Major
D.J. Seixas,UCA,0.387,0.35,101.3,2.9,15.1,8.7,9.4,22.2,1.5,0.3,15.5,-3.4,0.9,74.8,114.2,-39.4,48.9,3.8,33,16.5,3,1,3.2,0.308,0.3,1.6,0.173,0.8,1.4,0.532,0.4,1.9,2.3,0.8,0.4,0,1.1,1.2,0.73,43.8,50.0,43.1,6-8,SG,So,A-SUN,24-25,25,GUARD,POR,Central Arkansas,NCAA,5/11/2004,Low-Major
Will Menaugh,ARZ,0.5,0.5,50,9.7,8.2,8.9,0,33.3,0,0,10.8,-7.3,1,82.8,102.1,-19.3,1.3,3.8,10,1.3,0.2,0.1,0.2,0.5,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0.1,0,0.00,0.0,0.0,17.5,6-10,F,Jr,B12,24-25,25,FORWARD,USA,Arizona,NCAA,-,Power 5
Trey Jackson III,MISST,0.169,0,50,16.4,13.4,14.7,0,0,6.9,0,18.1,0,0.5,71.4,76.7,-5.2,0.5,3.8,5,1.6,0.2,0,0.4,0,0,0.2,0,0.2,0.4,0.5,0.2,0.2,0.4,0,0.2,0,0,0.4,,100.0,50.0,29.4,6-2,G,Sr,SEC,24-25,25,GUARD,USA,Mississippi State,NCAA,10/23/2001,Power 5
Mason So,UNCG,0.274,0.2,130.4,4.2,15.5,10.1,13.8,21.5,2.6,1.3,15.7,-0.7,0.6,70.5,91.5,-21,11,3.8,14,6.6,0.9,0.2,1.4,0.15,0.1,0.9,0.154,0.3,0.3,1,0.2,0.9,1.1,0.6,0.3,0.1,0.4,0.5,1.50,21.4,64.3,39.7,6-2,G,So,SoCon,24-25,25,GUARD,USA,UNC Greensboro,NCAA,-,Low-Major
Zion Wilburn,SAMF,0.31,0.245,110.2,4.8,14.2,9.4,9.6,15.8,1.8,4,19.5,-2.1,0.7,75.4,102.3,-26.9,14.6,3.8,26,5.9,1.3,0.4,1.8,0.213,0.1,1,0.12,0.4,0.5,0.769,0.2,0.7,0.9,0.4,0.2,0.2,0.4,0.5,1.00,27.8,55.6,37.7,6-5,F,Fr,SoCon,24-25,25,FORWARD,USA,Samford,NCAA,-,Low-Major
Bowen Hammer,APSU,0.375,0.375,50,0,10.3,4.7,6.5,0,0,4.4,15.3,2.5,0.8,87.3,103.1,-15.8,1.5,3.7,9,3,0.7,0.2,0.9,0.25,0.2,0.9,0.25,0,0,0,0,0.2,0.2,0.1,0,0.1,0,0.4,,0.0,100.0,38.9,6-7,F,Fr,A-SUN,24-25,25,FORWARD,USA,Austin Peay,NCAA,-,Low-Major
Gabriel McKay,LBRTY,0.327,0.33,70.2,1.1,13,7.5,7.5,13.2,2.6,0.9,11.8,0.4,0.7,73.1,92.9,-19.8,22.8,3.7,30,8.1,1,0.3,1.5,0.227,0.3,1.3,0.225,0,0.1,0.25,0.1,0.9,1,0.4,0.4,0.1,0.2,0.9,2.00,6.7,86.7,39.7,6-2,G,Sr,C-USA,24-25,25,GUARD,USA,Liberty,NCAA,-,Mid-Major
Abdou Khadre Kebe,MSMU,0.409,0.381,123.2,4,10.5,7.4,7.6,24.7,3,0.4,19.2,-6.6,0.9,73.4,103.1,-29.7,20.8,3.7,29,11.1,2.6,0.9,2.9,0.31,0.4,1.8,0.235,0.4,0.6,0.688,0.3,1,1.3,0.4,0.6,0,1,1.2,0.40,20.7,62.1,47.4,6-7,G,Fr,MAAC,24-25,25,GUARD,SEN,Mount St. Mary's,NCAA,8/16/2005,Low-Major
Isiah Lightsy,MTSU,0.3,0.3,45,0,27.6,14.7,0,0,0,9.6,20,0,0.6,76.5,79.9,-3.3,1.5,3.7,5,2.4,0.6,0.2,1,0.2,0.2,0.8,0.25,0,0,0,0,0.6,0.6,0,0,0.2,0,0.4,,0.0,80.0,32.8,6-4,G,Sr,C-USA,24-25,25,GUARD,USA,Middle Tennessee,NCAA,8/14/2003,Mid-Major
Ty Davis,CREI,0.443,0.368,95.7,0.7,12.4,7.2,17.3,37.1,1.2,0,11.4,-0.7,1.3,82,104.3,-22.4,21.6,3.7,28,7.1,0.9,0.3,0.7,0.368,0,0.2,0,0.4,0.6,0.588,0,0.8,0.9,0.8,0.1,0,0.6,0.7,1.33,85.7,28.6,35.2,6-4,G,Fr,Big East,24-25,25,GUARD,USA,Creighton,NCAA,-,Power 5
Caleb MacKrey,MRST,0.543,0.529,158.7,0,9.8,5,8.8,32.1,0.6,0.6,14,-5.4,1.1,80.2,106,-25.8,15,3.7,22,9.3,1.8,0.6,1.5,0.382,0.5,1,0.455,0.1,0.2,0.75,0,0.7,0.7,0.5,0.1,0,0.8,0.5,0.63,13.3,66.7,54.2,6-3,G,Jr,MAAC,24-25,25,GUARD,USA,Marist,NCAA,-,Low-Major
Darnell Evans,GAST,0.406,0.357,85.7,0,4.6,2.1,18.7,37.9,5.4,0,18,-7.1,1.1,65.1,104.3,-39.1,3.8,3.6,9,9,1.8,0.6,1.6,0.357,0,0.2,0,0.7,1.3,0.5,0,0.3,0.3,1,0.9,0,1.3,1,0.77,81.3,12.5,30.2,6-0,G,Jr,Sun Belt,24-25,25,GUARD,USA,Georgia State,NCAA,-,Mid-Major
Delaney Heard,KENN,0.326,0.299,93.3,2.2,5.8,4,9.2,13.8,2.2,0.2,10.9,0.6,0.7,80.5,104.7,-24.2,32,3.6,31,14.3,1.8,0.6,2.5,0.247,0.3,1.4,0.186,0.4,0.7,0.5,0.3,0.7,1,0.8,0.6,0,0.5,0.9,1.60,28.0,56.0,39.3,6-3,G,Sr,C-USA,24-25,25,GUARD,USA,Kennesaw State,NCAA,12/22/2001,Mid-Major
"Walt Andrews, Jr.",NJIT,0.424,0.367,136.7,2.8,14,8.5,7.4,26.2,1.3,1.1,20.3,-8.1,1,71.5,107.3,-35.8,10.5,3.5,13,14,3.3,1.2,3.5,0.333,0.2,1.2,0.2,0.8,0.9,0.833,0.3,1.6,1.9,0.5,0.3,0.2,1.4,1.2,0.36,25.7,34.3,41.9,6-4,G,Fr,AEC,24-25,25,GUARD,USA,NJIT,NCAA,-,Low-Major
J.J. Howard,UTRGV,0.365,0.4,40,12,5.6,8.7,0,15.4,0,0,13.1,-4.1,0.8,82.7,111.3,-28.6,1.6,3.5,3,8,1.3,0.7,1.7,0.4,0,0,0,0,0.3,0,0.7,0.3,1,0,0,0,0.3,0,0.00,17.6,0.0,14.5,6-4,G,RS-So,SLC,24-25,25,GUARD,USA,UT Rio Grande Valley,NCAA,-,Low-Major
Davonte Davis,OKST,0.37,0.351,102,3.6,8.9,6.2,10.6,18.4,1.8,0.3,10.1,0.2,0.8,84.1,111,-27,25.4,3.5,27,13.6,1.7,0.6,2.1,0.298,0.2,1.3,0.176,0.2,0.4,0.545,0.4,0.9,1.3,0.8,0.4,0,0.5,1.8,1.60,19.0,61.9,40.5,6-3,G,Sr,B12,24-25,25,GUARD,USA,Oklahoma State,NCAA,9/24/2001,Power 5
Lase Olalere,CHASO,0.334,0.278,68.7,12.4,18.3,15.3,1.3,29.7,0.6,2.2,7.1,-3.7,1.1,81.9,108.4,-26.5,30,3.5,24,11.8,0.8,0.2,0.8,0.278,0,0,0,0.4,0.9,0.409,1.2,1.7,2.9,0.1,0.1,0.3,0.5,2.2,0.20,112.5,0.0,27.0,6-10,C,Fr,BSC,24-25,25,BIG,USA,Charleston Southern,NCAA,-,Low-Major
Berk Akin,UCI,0.354,0.322,114.1,1.9,12.8,7.8,7.9,14.1,1.6,0.7,16.7,-1.5,0.8,74.7,97,-22.3,21.9,3.4,29,9.7,1.9,0.7,2.5,0.274,0.2,1.4,0.175,0.3,0.4,0.692,0.1,1.1,1.2,0.4,0.3,0.1,0.4,0.9,1.00,16.0,56.0,40.7,6-4,G,Fr,BWC,24-25,25,GUARD,USA,UC Irvine,NCAA,9/19/2005,Mid-Major
Trey Ivory III,MVSU,0.522,0.529,128.2,1.8,8.6,5.1,3.1,30.5,1.8,0.9,7.9,-3.6,1.1,77.6,124.4,-46.7,21.4,3.4,25,14.4,1.5,0.6,1.4,0.412,0.3,0.7,0.471,0.1,0.2,0.4,0.2,0.9,1.1,0.2,0.4,0.1,0.6,1.2,0.33,14.3,50.0,46.5,6-2,G,Sr,SWC,24-25,25,GUARD,USA,Mississippi Valley State,NCAA,-,Low-Major
Sabry Philip,SB,0.31,0.289,96.9,7.5,11.2,9.3,6.9,21,1.9,2.2,12,-2.4,0.7,73.3,113.1,-39.8,28.3,3.4,28,13.6,1.5,0.6,2.3,0.281,0,0.6,0.063,0.2,0.3,0.625,0.8,1.1,1.9,0.5,0.4,0.3,0.6,1.7,0.83,13.0,26.1,26.9,6-4,G,Sr,CAA,24-25,25,GUARD,CAN,Stony Brook,NCAA,-,Mid-Major
"Anthony Batson, Jr.",STAN,0.31,0.174,86.1,3.7,8.2,5.8,8,22.7,5.7,4.5,19.6,-5.6,0.8,66.1,97.9,-31.9,2.8,3.4,20,5,1,0.2,1.2,0.174,0,0.7,0,0.6,0.8,0.688,0.2,0.3,0.5,0.3,0.5,0.2,0.5,1.1,0.60,66.7,58.3,36.6,6-3,GF,Fr,ACC,24-25,25,WING,USA,Stanford,NCAA,-,Power 5
Ebo Wilson,JKSN,0.41,0.5,78.6,12.5,21.5,17.1,4.8,60,3.2,0,8.6,-8.4,1.5,63.2,94.7,-31.5,13.4,3.4,11,9.5,0.5,0.2,0.4,0.5,0,0,0,0.2,0.6,0.286,1,1.8,2.8,0.3,0.5,0,1,2,0.30,150.0,0.0,32.2,6-10,C,Fr,SWC,24-25,25,BIG,GHA,Jackson State,NCAA,-,Low-Major
Quinton Webb,UNM,0.339,0.357,77.1,6.7,8.7,7.7,5,22.5,2.9,0,11.5,-2.8,1,75.2,88.7,-13.5,4.1,3.4,13,4,0.5,0.2,0.5,0.286,0.1,0.4,0.2,0.2,0.5,0.286,0.2,0.3,0.5,0.2,0.2,0,0.2,0.5,1.00,100.0,80.0,43.7,6-6,F,So,MWC,24-25,25,FORWARD,USA,New Mexico,NCAA,-,High-Major
Hayden Jory,POLY,0.402,0.333,144.4,0,13.5,7,9.7,28.7,2.6,0,10.8,-2,0.9,76.9,109.1,-32.3,5.8,3.4,15,4,0.5,0.1,0.6,0.222,0.1,0.6,0.222,0.1,0.1,1,0,0.5,0.5,0.3,0.2,0,0.3,0.4,1.00,16.7,100.0,49.3,6-0,G,Sr,BWC,24-25,25,GUARD,USA,Cal Poly,NCAA,-,Mid-Major
Mason Lee,UNF,0.504,0.477,119.1,2.2,9.3,5.6,6.8,31.7,1.4,1.1,11.6,-4.4,1.2,81.2,117.5,-36.3,9,3.4,17,9.1,1.5,0.6,1.3,0.455,0.1,0.5,0.111,0.3,0.5,0.625,0.2,0.7,0.9,0.4,0.2,0.1,0.7,1.2,0.57,38.5,38.5,38.8,6-7,F,Fr,A-SUN,24-25,25,FORWARD,USA,North Florida,NCAA,-,Low-Major
Cam Christy,WIN,0.279,0.25,75,18.2,23.6,21.1,11.5,10.1,0,0,33.3,-2.3,0.6,82.9,85,-2.1,1.5,3.4,7,1.9,0.7,0.3,1.1,0.25,0,0.3,0,0.1,0.3,0.5,0.3,0.4,0.7,0.1,0,0,0.1,0.3,1.00,27.3,27.3,23.1,6-4,G,So,BSC,24-25,25,GUARD,USA,Winthrop,NCAA,-,Low-Major
Townsend Tripple,BYU,0,0,0,17.1,14.9,15.9,0,100,0,17.4,6.4,-12.8,0,55.4,72.9,-17.4,1.3,3.3,5,1.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0.2,0.2,0.2,0.00,,,,6-8,G,Jr,B12,24-25,25,GUARD,USA,BYU,NCAA,-,Power 5
Seth Joba,UVM,0.413,0.406,111.5,6.8,10.9,8.8,3.4,20.4,0.8,1.6,15.7,-4.9,0.9,79.7,103.2,-23.5,13.5,3.3,26,8.6,1.6,0.5,1.8,0.292,0.4,1.3,0.324,0.1,0.2,0.5,0.5,0.7,1.2,0.2,0.1,0.1,0.5,1,0.40,11.1,72.2,46.0,6-9,F,So,AEC,24-25,25,FORWARD,USA,Vermont,NCAA,-,Low-Major
Ethan Wright,MIAMI,0.75,0.75,100,0,24.9,13.4,0,33.3,0,0,15.5,-10.2,1.5,87.4,88.2,-0.9,0.5,3.3,4,2.3,0.8,0.3,0.5,0.5,0.3,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0.3,0.8,0.00,0.0,100.0,56.3,6-4,G,So,MAC,24-25,25,GUARD,USA,Miami (OH),NCAA,-,Mid-Major
Owen Dehrmann,UCA,0.403,0.403,53.1,2.5,7.7,5,6.1,16.2,0.3,0.7,9.5,-0.7,0.8,83.4,122.6,-39.2,15.3,3.3,16,12.4,1.6,0.6,1.9,0.323,0.3,1.5,0.208,0,0,0,0.3,0.8,1,0.4,0.1,0.1,0.4,0.3,1.00,0.0,78.9,38.6,6-4,G,Fr,A-SUN,24-25,25,GUARD,USA,Central Arkansas,NCAA,-,Low-Major
C.J. Ford,NAU,0.388,0.273,127.3,2.9,13.6,8.4,13.1,18.9,0,0,18.4,-0.8,0.9,86.8,103,-16.2,2.5,3.3,12,3.6,0.8,0.3,0.9,0.273,0,0.3,0,0.3,0.3,1,0.1,0.4,0.5,0.3,0,0,0.3,0.6,1.00,33.3,33.3,33.4,5-10,G,So,BSKY,24-25,25,GUARD,USA,Northern Arizona,NCAA,-,Low-Major
