Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Tyrique Brooks,MZZST,0.474,0.417,124.7,6,5.6,5.8,12.4,21.9,2.5,1.9,18.1,-3,1.2,93.6,109.2,-15.6,15,6.9,23,7.3,1.9,0.6,1.6,0.361,0.2,0.7,0.25,0.6,1,0.636,0.3,0.3,0.7,0.5,0.3,0.1,0.6,1.4,0.83,62.5,43.8,45.5,6-4,G,So,C-USA,25-26,26,GUARD,USA,Missouri State,NCAA,-,Mid-Major
Emmanuel Callas,SAND,0.452,0.417,101.7,5,17.3,10.7,6.3,29.4,3.5,3.3,7,-1.3,1.1,89.5,108.2,-18.7,23.6,6.9,16,9.1,0.8,0.3,0.8,0.417,0,0,0,0.2,0.3,0.6,0.4,1.1,1.5,0.4,0.6,0.3,0.4,1.4,1.00,37.5,0.0,25.6,6-5,F,Jr,WCC,25-26,26,FORWARD,USA,San Diego,NCAA,-,High-Major
Will Underwood,WF,0,0,0,0,37.7,21.9,0,0,9,0,0,0,0,0,68.3,-68.3,1,6.9,3,2,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.3,0,0,1,,,,,6-3,G,Jr,ACC,25-26,26,GUARD,USA,Wake Forest,NCAA,-,Power 5
Nick Hittle,WIU,0.489,0.395,205.6,8.1,17.8,12.5,2,18.4,0,0,16.8,-5.5,1.4,95.7,122.2,-26.5,10.5,6.9,18,5.6,1.4,0.4,1.1,0.368,0.1,0.1,1,0.6,0.9,0.688,0.4,0.7,1.1,0.1,0,0,0.3,0.8,0.33,81.8,9.1,59.0,6-10,C,Sr,OVC,25-26,26,BIG,USA,Western Illinois,NCAA,-,Low-Major
Iverson King,PRSBY,0.449,0.415,126.4,6.1,13.1,9.7,6.2,17.2,1.8,0.8,16.4,-3.3,1,92,107.7,-15.7,48.4,6.9,21,19.2,4.5,1.6,4.5,0.362,0.5,2.1,0.222,0.8,1.2,0.68,0.9,2,2.8,0.7,0.6,0.1,1,2.1,0.70,26.7,46.7,48.2,6-6,F,So,BSC,25-26,26,FORWARD,USA,Presbyterian,NCAA,-,Low-Major
Mazi Mosley,LSU,0.479,0.486,72.7,1.1,10.7,6.1,7.3,12.4,1,0,17.1,-1.4,1,95.2,113.9,-18.7,15.1,6.9,19,6.3,1.8,0.6,1.8,0.343,0.5,1.4,0.385,0,0.1,0,0.1,0.6,0.6,0.3,0.1,0,0.3,0.4,1.00,5.6,77.8,45.6,6-5,F,Fr,SEC,25-26,26,FORWARD,USA,LSU,NCAA,-,Power 5
Miles Rose,ALBNY,0.407,0.41,108.1,4.4,9.2,6.8,15.1,19.6,2.4,0.3,16.9,-0.2,0.9,87.6,111.3,-23.7,59,6.9,29,15.7,3.3,1.4,3.6,0.381,0.2,0.6,0.333,0.4,1,0.367,0.5,1.1,1.6,1.4,0.6,0,1,1.3,1.40,27.8,16.7,34.5,6-4,G,So,AEC,25-26,26,GUARD,USA,Albany,NCAA,-,Low-Major
Javante Edwards,CAN,0.487,0.445,138.2,1.4,9.3,5.3,18,23.7,1.9,0.2,20.7,-3.9,1.1,86.8,110.7,-23.9,66.8,6.9,27,22.9,6.5,2.1,5.7,0.361,1,3,0.317,1.4,2,0.704,0.3,1.6,1.9,1.9,0.7,0,2.1,1.9,0.90,35.1,52.6,58.4,6-1,G,Fr,MAAC,25-26,26,GUARD,USA,Canisius,NCAA,-,Low-Major
Devon Arlington,YALE,0.437,0.41,129.8,2.1,15.6,9.2,17.4,26.3,2.2,1.3,15.4,-0.1,1,88.9,103.4,-14.5,65.6,6.9,28,14.4,2.7,0.9,2.8,0.333,0.4,1.3,0.333,0.4,0.7,0.632,0.2,1.8,2,1.6,0.5,0.1,1.1,1.6,1.45,25.0,46.4,45.9,6-3,G,Sr,IVY,25-26,26,GUARD,USA,Yale,NCAA,-,Mid-Major
Corentin Efono,SIUE,0.572,0.553,139.3,2.1,12.3,7.6,14.2,33.5,1.6,0,9.3,-0.2,1.3,97.4,99.2,-1.8,28.5,6.9,19,9.6,1.3,0.5,1,0.526,0.1,0.3,0.2,0.2,0.3,0.667,0.2,1.1,1.2,0.8,0.3,0,0.6,0.8,1.33,30.0,30.0,40.7,6-4,F,Fr,OVC,25-26,26,FORWARD,BEL,SIU Edwardsville,NCAA,8/4/2006,Low-Major
Elijah Elliott,OHIO,0.433,0.379,129.35,1.8,14.45,8.1,19.95,15.7,2.05,1.1,20.8,0.95,1,93.85,104.65,-10.8,90.85,10.6,22,20.05,6.2,1.9,5.95,0.318,0.8,2.7,0.2715,1.6,2.2,0.7035,0.3,2.4,2.7,2.15,0.7,0.2,1.25,1.65,1.72,37.0,45.4,53.0,6-1,G,Sr,MAC,25-26,26,GUARD,USA,Ohio,NCAA,-,Mid-Major
Totu Akuentok,TXTCH,0.48,0.542,183.3,9.8,22.2,16.2,5.2,25.3,0.7,3.5,13.8,-4.7,1.4,92.1,107,-14.9,14.3,6.9,13,6.7,1.3,0.5,0.9,0.5,0.1,0.1,1,0.3,0.9,0.333,0.5,1.3,1.8,0.2,0.1,0.2,0.5,1.5,0.40,100.0,11.1,57.3,6-10,C,Fr,B12,25-26,26,BIG,CAN,Texas Tech,NCAA,5/12/2006,Power 5
Mantas Kocanas,Cal,0.548,0.569,129.2,6.8,18.6,12.9,2.5,24.6,1.5,0.8,15.4,-6.4,1.3,90.8,102.9,-12.1,18.8,6.9,21,7,1.8,0.7,1.4,0.517,0.1,0.4,0.375,0.2,0.5,0.4,0.4,1.1,1.5,0.1,0.2,0,0.5,1.3,0.20,35.7,28.6,42.4,6-11,C,So,ACC,25-26,26,BIG,LIT,California,NCAA,6/28/2005,Power 5
Patrick Punch,MVSU,0.43,0.368,128.5,4.4,8.7,6.5,12.1,16.5,2.2,0.6,19.1,-2.3,1,86.4,120.3,-33.9,98.8,6.8,30,30,8.1,2.5,8,0.31,0.9,3.7,0.252,2.3,3.1,0.723,1.1,2,3,1.7,1.2,0.1,1.9,2.8,0.89,38.8,46.3,57.9,6-4,G,Sr,SWC,25-26,26,GUARD,USA,Mississippi Valley State,NCAA,-,Low-Major
Ryan Burbach,COR,0.334,0.316,141.7,8.6,13.2,11,3.7,9.3,6.2,0,23.8,-3,0.7,78.6,95.1,-16.5,5.1,6.8,5,8.2,2.6,1,3.8,0.263,0.4,2.6,0.154,0.2,0.2,1,0.6,1,1.6,0.2,1,0,0.4,1.6,0.50,5.3,68.4,49.3,6-3,G,Fr,IVY,25-26,26,GUARD,USA,Cornell,NCAA,-,Mid-Major
Jayden Mott,CCSU,0.47,0.479,119.2,10.4,15,12.8,5.4,27.7,0.9,2.6,16.8,-6.9,1.1,84.5,102.3,-17.8,18.3,6.8,14,8.9,1.9,0.8,1.7,0.458,0.1,0.2,0.333,0.3,0.7,0.4,0.7,1.1,1.9,0.3,0.1,0.2,0.8,1,0.38,41.2,11.8,35.7,6-8,F,So,NEC,25-26,26,FORWARD,USA,Central Connecticut,NCAA,-,Low-Major
James Flippin,AAMU,0.399,0.377,108.1,4.5,20.6,12.7,14.8,21.3,1.4,4.4,23,-4.8,0.9,77.4,102.9,-25.5,38.9,6.8,26,9.8,2.7,1,3,0.351,0.2,0.7,0.211,0.5,1,0.52,0.3,1.6,2,0.7,0.2,0.4,0.9,1.2,0.78,33.3,23.3,34.8,6-10,C,Sr,SWC,25-26,26,BIG,USA,Alabama A&M,NCAA,-,Low-Major
Matija Zuzic,UWG,0.416,0.386,145.4,3.9,14.9,9.2,7.3,13.9,0.9,2.1,17.5,-2,0.9,88.7,113.8,-25.1,51.8,6.8,23,15.8,4,1.3,4.6,0.295,0.8,2.7,0.302,0.5,0.6,0.857,0.5,1.9,2.4,0.7,0.3,0.3,0.8,1.1,0.88,13.0,58.7,54.3,6-7,F,Sr,A-SUN,25-26,26,FORWARD,SRB,West Georgia,NCAA,-,Low-Major
Chase Cormier,IONA,0.486,0.469,149.5,1.2,7.9,4.6,6.6,10.7,2.1,0,13.1,-0.2,1,98.8,107.2,-8.4,33.3,6.8,32,9.3,2,0.7,2,0.328,0.6,1.7,0.333,0.2,0.2,0.833,0.1,0.6,0.7,0.3,0.3,0,0.3,0.8,1.00,10.0,85.0,55.9,6-2,G,Jr,MAAC,25-26,26,GUARD,USA,Iona,NCAA,-,Low-Major
Caleb Delzell,SDKSU,0.444,0.452,94,5.5,17.8,11.6,11.1,17,0.9,0.5,10.8,0.9,0.9,99.8,109.2,-9.3,42,6.8,28,9,1.4,0.5,1.5,0.357,0.3,0.9,0.333,0,0.1,0.25,0.4,1.3,1.7,0.6,0.1,0,0.3,1.1,2.00,6.7,60.0,40.5,6-9,F,Sr,Summit,25-26,26,FORWARD,USA,South Dakota State,NCAA,-,Low-Major
Always Wright,UTRGV,0.458,0.437,123.5,3.1,10.4,7,21.7,28.4,1.4,0.5,15.8,0.1,1,90.3,105.8,-15.5,79.9,6.8,33,15.2,2.9,1.2,2.9,0.4,0.2,0.9,0.226,0.4,0.7,0.609,0.3,1.3,1.6,1.9,0.4,0.1,1.3,1,1.46,24.1,31.0,39.3,6-3,F,Jr,SLC,25-26,26,FORWARD,USA,UT Rio Grande Valley,NCAA,-,Low-Major
Rrezon Elezaj,UConn,0,0,0,27.6,49.2,39,0,0,0,26.2,19.5,0,0,42.9,59.7,-16.8,2,6.8,4,1.3,0,0,0.5,0,0,0.3,0,0,0,0,0.3,0.5,0.8,0,0,0.3,0,0,,0.0,60.0,10.5,7-1,C,Fr,Big East,25-26,26,BIG,USA,UConn,NCAA,5/21/2007,Power 5
Matar Wade,MORST,0.502,0.455,145.5,14.4,15.7,15,3.5,43,0.5,11.6,9.9,-7.2,1.1,83.4,108.6,-25.2,18.5,6.8,13,8.2,0.9,0.4,0.8,0.455,0,0.1,0,0.2,0.2,1,0.9,0.9,1.8,0.2,0.1,0.8,0.7,1.6,0.29,25.0,12.5,32.4,6-8,G,So,MEAC,25-26,26,GUARD,SEN,Morgan State,NCAA,7/19/2005,Low-Major
Nasir Rodriguez,FAIR,0.402,0.364,125.5,8.1,11.9,10,8.7,18.6,1.8,0.7,27.2,-7.2,0.9,83.7,106.7,-23,18.8,6.8,22,7.5,2.7,0.8,3,0.273,0.5,1.7,0.316,0.5,0.8,0.667,0.5,0.7,1.3,0.4,0.2,0,0.8,0.5,0.50,26.7,56.7,48.3,6-4,F,Fr,MAAC,25-26,26,FORWARD,USA,Fairfield,NCAA,-,Low-Major
Darnez Slater,COLST,0.511,0.431,143.4,1,11,6.4,4.7,12.7,1.2,1.7,14.2,-1.6,1.2,101.6,111.9,-10.3,14.4,6.8,22,6.9,1.6,0.5,1.3,0.414,0,0.4,0.111,0.5,0.5,0.909,0,0.6,0.6,0.2,0.1,0.1,0.2,0.9,1.00,38.5,30.8,40.2,6-3,G,Fr,MWC,25-26,26,GUARD,USA,Colorado State,NCAA,-,High-Major
Enoch Kalambay,CAM,0.37,0.37,45.8,12.1,22.1,16.9,10.5,22.9,1.8,1,18.4,-5.1,0.7,80.1,112.1,-32.1,16.5,6.8,10,8.9,2,0.9,2.7,0.333,0.2,1.6,0.125,0,0,0,0.9,1.5,2.4,0.5,0.3,0.1,0.8,0.9,0.63,0.0,59.3,33.0,6-6,SG,Sr,CAA,25-26,26,GUARD,CAN,Campbell,NCAA,1/23/2002,Mid-Major
Sam Walters,SMU,0.532,0.537,76.6,5.2,7.6,6.4,5.1,14.2,0.3,1.2,15.3,-2.1,1.1,105.6,113.8,-8.1,22.4,6.8,23,8.9,2.5,1,2.3,0.407,0.6,1.7,0.359,0,0,0,0.3,0.6,0.9,0.3,0,0.1,0.4,1.2,0.75,0.0,73.9,47.2,6-8,C,Jr,ACC,25-26,26,BIG,USA,SMU,NCAA,6/22/2004,Power 5
Khoi Thurmon,OAKL,0.4,0.358,118.4,2.6,5.6,4.1,17.5,21.7,3.2,0.6,16.5,0.2,0.9,85.2,115.2,-30,49.5,6.8,32,11.9,2.5,0.9,2.8,0.341,0.1,0.5,0.2,0.6,0.9,0.643,0.3,0.6,0.8,1.3,0.7,0.1,0.9,1,1.44,32.1,17.9,33.8,6-1,G,Jr,Horizon,25-26,26,GUARD,USA,Oakland,NCAA,-,Low-Major
Jalen Myers,HAW,0.404,0.35,95,2.1,9.1,5.9,11.7,7.5,0.9,0,20.6,1.1,1,96.1,92.5,3.7,5.5,6.8,7,8.7,2.9,1,2.9,0.35,0,0.4,0,0.9,1.4,0.6,0.1,0.7,0.9,0.6,0.1,0,0.3,1,2.00,48.3,13.8,29.0,6-8,F,Sr,BWC,25-26,26,FORWARD,USA,Hawaii,NCAA,11/12/2001,Mid-Major
Kennedy Brown,FIU,0.407,0.4,84.4,8.6,16.4,12.5,5.5,16.9,0.7,4.6,15,-3,0.9,88.6,106.4,-17.8,23.1,6.8,21,7,1.5,0.7,1.7,0.4,0,0.1,0,0.2,0.4,0.444,0.5,1,1.5,0.2,0.1,0.3,0.4,1,0.50,23.5,5.9,22.4,6-8,F,Sr,C-USA,25-26,26,FORWARD,USA,Florida International,NCAA,-,Mid-Major
Bryson McGlothin,RICH,0.336,0.3,95,0,28.8,14.7,0,0,4.4,0,23.4,0,0.8,78.6,75.2,3.4,1.8,6.7,3,4.3,1.3,0.3,1.7,0.2,0.3,1.3,0.25,0.3,0.7,0.5,0,1,1,0,0.3,0,0,0.7,,41.2,76.5,45.1,6-8,GF,Fr,A-10,25-26,26,WING,USA,Richmond,NCAA,-,High-Major
Ben Michaels,UVM,0.427,0.383,108.3,10.5,11.7,11.1,5,17.4,0.6,2.5,11.6,-1.8,1,98.8,106.9,-8.1,54.8,6.7,31,13.1,2,0.7,1.9,0.367,0.1,0.7,0.091,0.5,0.8,0.625,1,1.2,2.2,0.4,0.1,0.3,0.5,1.4,0.80,42.1,36.8,36.7,6-8,F,So,AEC,25-26,26,FORWARD,GBR,Vermont,NCAA,7/28/2005,Low-Major
King Walker,UNA,0.447,0.375,137.5,6.8,7.9,7.3,6.7,10.1,3.3,2.3,9.4,0.6,1,108.9,116.2,-7.3,4,6.7,12,4.6,0.7,0.3,0.7,0.375,0,0,0,0.2,0.2,1,0.3,0.3,0.5,0.2,0.3,0.1,0.1,1.3,2.00,28.6,0.0,28.5,6-6,GF,Fr,A-SUN,25-26,26,WING,USA,North Alabama,NCAA,-,Low-Major
Jakob Blakley,MOYNE,0.499,0.459,153.9,2,6.7,4.5,6.5,8.8,0.2,0,15,-0.2,1.1,102.4,113.4,-11,53.3,6.7,32,16,4.2,1.3,3.8,0.35,0.8,2.7,0.314,0.7,0.8,0.875,0.3,0.9,1.2,0.6,0.1,0,0.4,1.1,1.50,21.1,71.1,60.3,6-0,G,So,NEC,25-26,26,GUARD,USA,Le Moyne,NCAA,-,Low-Major
Kellan Lewis,HMPTN,0.489,0.5,122.1,5,12.5,8.8,7.2,17.3,1.2,0,17.8,-3.5,1.3,94.5,99.5,-5,5.4,6.7,9,5.3,1.6,0.4,1.2,0.364,0.3,0.8,0.429,0.3,0.8,0.429,0.2,0.6,0.8,0.2,0.1,0,0.3,0.8,0.67,66.7,66.7,52.8,6-0,G,So,CAA,25-26,26,GUARD,USA,Hampton,NCAA,-,Mid-Major
Ryan Erikson,UND,0.374,0.3,123.3,10.1,21.2,15.1,8.2,18.7,0,3.3,23.9,-6,0.9,80.2,103.2,-23,7.1,6.7,9,4.7,1.4,0.4,1.7,0.267,0.1,0.7,0.167,0.4,0.6,0.8,0.4,0.8,1.2,0.2,0,0.1,0.4,0.2,0.50,35.3,41.2,38.5,6-10,FC,So,Summit,25-26,26,FORWARD,USA,North Dakota,NCAA,-,Low-Major
Ty Bevins,GW,0.455,0.421,133.2,6.4,13.9,10.2,3.8,12.6,1.5,0,14.8,-2.2,1,100.5,99,1.5,10,6.7,10,7.8,1.9,0.6,1.9,0.316,0.4,1.5,0.267,0.3,0.4,0.75,0.4,0.9,1.3,0.2,0.2,0,0.3,1,0.67,21.1,78.9,51.5,6-6,F,So,A-10,25-26,26,FORWARD,USA,George Washington,NCAA,-,High-Major
Jordan Snell,NCST,0.375,0.375,53.6,0,12.5,6.7,15.3,0,0,0,21.5,7.2,0.8,107.5,99.7,7.8,2.5,6.7,7,2.6,0.9,0.3,1.1,0.25,0.3,1,0.286,0,0,0,0,0.3,0.3,0.3,0,0,0,0.3,,0.0,90.9,38.9,6-2,G,Sr,ACC,25-26,26,GUARD,USA,NC State,NCAA,-,Power 5
Wesley Celichowski,AF,0.451,0.435,109.9,3.2,12.2,7.7,13.7,16.8,0.9,3.1,16.7,-1,1,87.4,119.9,-32.4,79.4,6.7,32,20.6,4.8,1.8,4.6,0.401,0.3,1.9,0.164,0.8,1.4,0.533,0.5,1.9,2.4,1.3,0.3,0.6,1.1,2.6,1.18,30.4,41.3,44.0,7-0,C,Jr,MWC,25-26,26,BIG,USA,Air Force,NCAA,-,High-Major
Tim Okojie,SCSU,0.404,0.424,75.8,7.2,7.8,7.5,2.2,25.9,0.5,15.5,8.9,-3.8,1.1,77.2,112.9,-35.7,52.6,6.7,32,10.8,1.2,0.4,1,0.424,0,0,0,0.3,0.8,0.333,0.6,0.6,1.3,0.1,0.1,1.4,0.5,1.3,0.20,80.0,0.0,25.5,7-1,C,Jr,MEAC,25-26,26,BIG,USA,South Carolina State,NCAA,-,Low-Major
Anthony Benard,CAN,0.551,0.529,158.8,2.2,5.6,3.8,26,33.3,2.3,0,19.9,-4.7,1.3,86.7,111.6,-24.9,25.1,6.7,16,14.9,4,1.4,3.2,0.451,0.5,1.1,0.471,0.6,0.9,0.667,0.3,0.6,0.9,1.8,0.6,0,1.8,1.8,1.00,28.1,34.4,51.2,6-0,G,Jr,MAAC,25-26,26,GUARD,USA,Canisius,NCAA,-,Low-Major
Jazz Henderson,TXTCH,0.503,0.5,154.2,5.4,7.4,6.4,14,30.9,2.6,0,14.5,-3,1.1,93.3,104.2,-10.9,6,6.7,11,4,0.8,0.3,0.7,0.375,0.2,0.3,0.667,0.1,0.2,0.5,0.2,0.3,0.5,0.4,0.2,0,0.4,0.5,1.00,28.6,42.9,50.1,5-11,G,Fr,B12,25-26,26,GUARD,USA,Texas Tech,NCAA,-,Power 5
Harris Dar,SFA,0.667,0.667,66.7,4.7,14.6,9.6,5.1,40,0,8.2,9.3,-5.1,1.3,91.3,100.8,-9.5,4,6.7,8,3.3,0.5,0.3,0.4,0.667,0,0,0,0,0,0,0.1,0.4,0.5,0.1,0,0.3,0.3,0.5,0.33,0.0,0.0,23.3,6-3,G,So,SLC,25-26,26,GUARD,USA,Stephen F. Austin,NCAA,-,Low-Major
Kobe Butler,JKSN,0.447,0.396,122.9,9.4,11,10.2,2.2,17,1,2.4,11.4,-3.2,1,94.9,120.5,-25.7,34.8,6.7,27,10.3,1.8,0.7,1.8,0.396,0,0.1,0,0.4,0.4,0.833,0.9,0.9,1.8,0.1,0.2,0.2,0.4,1.3,0.25,22.2,5.6,27.5,6-7,F,Fr,SWC,25-26,26,FORWARD,USA,Jackson State,NCAA,-,Low-Major
B.J. Davis-Ray,SMU,0.426,0.411,132.3,5.2,7.6,6.4,7.7,13,2.2,0.6,11.8,0.4,0.9,99.9,110.8,-10.9,28.3,6.7,31,7.2,1.3,0.5,1.5,0.356,0.2,0.7,0.217,0.1,0.1,0.75,0.3,0.5,0.7,0.4,0.3,0,0.2,0.7,2.00,6.7,46.7,39.0,6-7,F,Fr,ACC,25-26,26,FORWARD,USA,SMU,NCAA,-,Power 5
Jackson Skipper,UVM,0.48,0.439,138.9,4.4,13.5,9,7.1,21.4,0.8,1.6,15.8,-3.7,1.1,90.7,108.1,-17.4,31.1,6.7,30,8,1.8,0.6,1.6,0.347,0.3,1.1,0.273,0.3,0.4,0.769,0.3,0.8,1.1,0.3,0.1,0.1,0.5,0.5,0.60,25.0,68.8,49.6,6-7,F,Jr,AEC,25-26,26,FORWARD,USA,Vermont,NCAA,-,Low-Major
Corey Boston,IUI,0.505,0.444,141.7,4.9,11.3,7.8,5.8,26.8,2.2,4.2,28.4,-12.8,1.2,82.5,105.2,-22.7,2.8,6.7,6,3.7,1.8,0.5,1.5,0.333,0.3,1,0.333,0.5,0.7,0.75,0.2,0.3,0.5,0.2,0.2,0.2,0.7,0.5,0.29,46.7,66.7,53.2,5-10,G,Sr,Horizon,25-26,26,GUARD,USA,IUPUI,NCAA,-,Low-Major
Hassan Washington,NIU,0.575,0.599,144.4,8.3,16.1,12,7.1,30.7,0.7,1.2,17.5,-8.6,1.4,88,115,-27,54.6,6.6,29,16.7,4.7,1.9,3.3,0.563,0.2,0.6,0.438,0.7,1.6,0.444,1.2,2.1,3.2,0.6,0.2,0.2,1.8,3.1,0.33,48.5,18.2,46.1,6-8,F,Jr,MAC,25-26,26,FORWARD,USA,Northern Illinois,NCAA,-,Mid-Major
Miles Amos,SEA,0.544,0.55,143.7,3.3,15.6,9.3,9.8,31.4,2.6,0,11.8,-3.4,1.4,88.6,96.9,-8.2,46.3,6.6,29,11.3,2,0.7,1.4,0.475,0.2,0.4,0.462,0.4,0.9,0.5,0.3,1.4,1.7,0.7,0.5,0,0.8,1.4,0.88,64.3,28.6,48.3,6-2,G,Jr,WCC,25-26,26,GUARD,USA,Seattle,NCAA,-,High-Major
Jack Janicki,UWISC,0.43,0.423,120,4.6,10.3,7.5,10.6,18.2,2.3,1.3,9.6,1,0.9,99.3,108.1,-8.7,63.6,6.6,26,16.5,2.2,0.8,2.5,0.323,0.5,1.8,0.277,0.1,0.2,0.6,0.6,1.3,2,1.1,0.7,0.2,0.6,1.7,1.83,8.0,72.0,48.6,6-5,G,So,B10,25-26,26,GUARD,USA,Wisconsin,NCAA,-,Power 5
Izaiah Pasha,VT,0.39,0.363,103.1,1.7,10.5,6.2,13.3,19.2,2.3,3.1,19.4,-2,0.9,80.4,104.7,-24.3,19.4,6.6,18,8.3,2,0.8,2.2,0.35,0.1,0.4,0.143,0.4,0.7,0.538,0.1,0.7,0.8,0.7,0.3,0.2,0.6,0.5,1.17,31.8,18.2,30.5,6-5,F,So,ACC,25-26,26,FORWARD,USA,Virginia Tech,NCAA,-,Power 5
Ja'Kobe Williams,CCSU,0.351,0.286,115,2.9,15.8,9.4,17.1,17.6,2.2,0,15.8,1.9,0.8,84.7,102.6,-18,22,6.6,7,18,3.3,1,4,0.25,0.3,1.4,0.2,1,1.4,0.7,0.4,2.4,2.9,2,0.7,0,1,1.1,2.00,35.0,35.0,40.0,6-3,G,Sr,NEC,25-26,26,GUARD,USA,Central Connecticut,NCAA,-,Low-Major
Will Lange,STJOE,0.506,0.333,133.3,0,17.6,10.1,8,20.2,0,0,14.4,-1.9,1.3,98.9,103.5,-4.6,2.8,6.6,5,3.4,0.8,0.2,0.6,0.333,0,0.2,0,0.4,0.4,1,0,0.6,0.6,0.2,0,0,0.2,0.2,1.00,66.7,33.3,40.4,6-4,GF,Jr,A-10,25-26,26,WING,USA,Saint Joseph's,NCAA,-,High-Major
Tate MacKenzie,UWM,0.479,0.455,95.5,12.2,9.2,10.8,2.4,26.4,0.5,8.7,9,-3.7,1.5,99.7,117.3,-17.6,16,6.6,18,7,0.9,0.3,0.6,0.455,0,0,0,0.3,0.7,0.5,0.7,0.5,1.2,0.1,0.1,0.6,0.3,1.6,0.33,116.7,0.0,33.4,6-10,C,Jr,Horizon,25-26,26,BIG,USA,Milwaukee,NCAA,-,Low-Major
Evan Dickey,DAY,0.513,0,100,0,12.8,6.6,0,0,0,0,10.8,0,2,129.8,93.4,36.5,0.8,6.6,4,2.3,0.5,0,0.3,0,0,0.3,0,0.5,0.5,1,0,0.3,0.3,0,0,0,0,0.3,,166.7,100.0,61.1,6-3,G,Jr,A-10,25-26,26,GUARD,USA,Dayton,NCAA,-,High-Major
Ty Price,UTM,0.491,0.451,153.6,0,6.4,3.3,10,16.7,1.1,1.2,25.6,-5.7,1.1,96.9,98.3,-1.4,6.8,6.6,17,6.1,2.6,0.8,2.4,0.317,0.6,1.9,0.344,0.4,0.5,0.875,0,0.4,0.4,0.3,0.1,0.1,0.5,0.8,0.60,20.8,79.2,58.0,5-10,G,Fr,OVC,25-26,26,GUARD,USA,Tennessee-Martin,NCAA,-,Low-Major
Joey Kahn,UAB,0,0,0,0,0,0,0,0,22.5,0,18.8,0,0,0,26.1,-26.1,0.3,6.6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,6-4,G,Sr,AAC,25-26,26,GUARD,USA,UAB,NCAA,-,High-Major
Brady Cummins,COLGT,0.472,0.408,156.7,1.8,6.5,4.3,8.1,13,1.4,0.4,16.5,-0.7,1.1,97.2,112.9,-15.7,26.3,6.6,18,16.7,4.2,1.3,3.9,0.324,0.7,1.9,0.343,1,1.1,0.9,0.2,0.9,1.1,0.8,0.4,0.1,0.7,1.8,1.14,28.2,48.7,53.7,6-6,F,Sr,Patriot,25-26,26,FORWARD,USA,Colgate,NCAA,-,Low-Major
Oscar Goodman,MICH,0.387,0.381,88.1,10.6,14.5,12.9,9.8,12,0,1.3,14.7,1.2,0.8,102.5,88.9,13.5,13.5,6.6,12,6.5,1.4,0.7,1.8,0.381,0,0.5,0,0.1,0.2,0.5,0.5,1,1.5,0.5,0,0.1,0.3,1,1.67,11.1,27.8,26.3,6-7,F,Fr,B10,25-26,26,FORWARD,NZL,Michigan,NCAA,2/5/2007,Power 5
John Nowland,DAV,0.526,0,50,12.3,0,5.5,0,26,4.9,0,16.6,-8.6,0,98.7,87.9,10.8,0.3,6.6,5,2.4,0.6,0,0,0,0,0,0,0.6,1.2,0.5,0.2,0,0.2,0,0.2,0,0.2,0.6,0.00,,,,6-8,F,Jr,A-10,25-26,26,FORWARD,USA,Davidson,NCAA,1/29/2005,High-Major
Romari Robinson,CSUS,0.436,0.402,120.5,1.3,13.4,7.2,7.7,18.6,3.5,0.9,10.9,-1.1,1,84.6,109.7,-25,36.6,6.6,23,11.5,1.8,0.6,1.8,0.341,0.2,0.8,0.263,0.4,0.7,0.6,0.1,1.3,1.4,0.5,0.7,0.1,0.5,1.3,1.00,38.9,44.4,42.4,6-4,GF,Fr,BSKY,25-26,26,WING,USA,Sacramento State,NCAA,-,Low-Major
Shawn Nelson,NKU,0.414,0.388,106,6,12.1,9,8.8,18.9,2.1,0.7,17.9,-3.3,1,86.2,107.6,-21.4,40.3,6.5,27,11.4,2.9,1,3,0.35,0.2,1.3,0.176,0.6,1.1,0.533,0.6,1.1,1.7,0.6,0.4,0.1,0.8,1,0.75,36.7,43.3,40.9,6-4,G,Sr,Horizon,25-26,26,GUARD,USA,Northern Kentucky,NCAA,-,Low-Major
Marcus Johnson,KSU,0.494,0.485,134.5,4,18.5,11,11.9,20.3,0,0,24.3,-5.4,1,89.2,118.7,-29.5,12.6,6.5,14,6.2,2.5,0.8,2.4,0.324,0.8,2.2,0.355,0.1,0.2,0.667,0.2,0.9,1.1,0.4,0,0,0.6,0.8,0.67,8.3,91.7,58.4,6-7,F,Sr,B12,25-26,26,FORWARD,USA,Kansas State,NCAA,-,Power 5
